dataset,original_name,standardized_name,query_name,variant,canonical_binomial,gbif_status,gbif_matched_name,gbif_accepted_name,folder_path,image_count,magnification,distribution
GOIMAI,Abies guatemalensis,abies guatemalensis,abies guatemalensis,,abies guatemalensis,ACCEPTED,Abies guatemalensis Rehd.,Abies guatemalensis Rehd.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Abies guatemalensis,56,,OOD
GOIMAI,Aniba canelilla,aniba canelilla,aniba canelilla,,aniba canelilla,ACCEPTED,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Aniba canelilla,51,,OOD
GOIMAI,Aniba rosodora,aniba rosodora,aniba rosodora,,aniba rosodora,ACCEPTED,Aniba rosodora Ducke,Aniba rosodora Ducke,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Aniba rosodora,43,,OOD
GOIMAI,Aquilaria malaccensis,aquilaria malaccensis,aquilaria malaccensis,,aquilaria malaccensis,ACCEPTED,Aquilaria malaccensis Lam.,Aquilaria malaccensis Lam.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Aquilaria malaccensis,36,,OOD
GOIMAI,Araucaria araucana,araucaria araucana,araucaria araucana,,araucaria araucana,ACCEPTED,Araucaria araucana (Molina) K.Koch,Araucaria araucana (Molina) K.Koch,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Araucaria araucana,22,,OOD
GOIMAI,Bulnesia sarmientoi,bulnesia sarmientoi,bulnesia sarmientoi,,bulnesia sarmientoi,SYNONYM,Bulnesia sarmientoi Lorentz ex Griseb.,Bulnesia sarmientoi Lorentz ex Griseb.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Bulnesia sarmientoi,126,,OOD
GOIMAI,Caryocar costaricense,caryocar costaricense,caryocar costaricense,,caryocar costaricense,ACCEPTED,Caryocar costaricense Donn.Sm.,Caryocar costaricense Donn.Sm.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Caryocar costaricense,98,,OOD
GOIMAI,Cedrela odorata,cedrela odorata,cedrela odorata,,cedrela odorata,ACCEPTED,Cedrela odorata L.,Cedrela odorata L.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Cedrela odorata,68,,OOD
GOIMAI,Dalbergia latifolia,dalbergia latifolia,dalbergia latifolia,,dalbergia latifolia,ACCEPTED,Dalbergia latifolia Roxb.,Dalbergia latifolia Roxb.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Dalbergia latifolia,32,,OOD
GOIMAI,Dalbergia nigra,dalbergia nigra,dalbergia nigra,,dalbergia nigra,ACCEPTED,Dalbergia nigra (Vell.) Allemão ex Benth.,Dalbergia nigra (Vell.) Allemão ex Benth.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Dalbergia nigra,28,,OOD
GOIMAI,Dalbergia retusa,dalbergia retusa,dalbergia retusa,,dalbergia retusa,ACCEPTED,Dalbergia retusa Hemsl.,Dalbergia retusa Hemsl.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Dalbergia retusa,61,,OOD
GOIMAI,Dalbergia sissoo,dalbergia sissoo,dalbergia sissoo,,dalbergia sissoo,ACCEPTED,Dalbergia sissoo Roxb. ex DC.,Dalbergia sissoo Roxb. ex DC.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Dalbergia sissoo,106,,OOD
GOIMAI,Dalbergia stevensonii,dalbergia stevensonii,dalbergia stevensonii,,dalbergia stevensonii,ACCEPTED,Dalbergia stevensonii Standl.,Dalbergia stevensonii Standl.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Dalbergia stevensonii,65,,OOD
GOIMAI,Diospyros spp. 1,diospyros spp.,diospyros sp,spp.,diospyros sp.,ACCEPTED,Plantae,Plantae,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Diospyros spp. 1,35,,OOD
GOIMAI,Diospyros spp. 2,diospyros spp.,diospyros sp,spp.,diospyros sp.,ACCEPTED,Plantae,Plantae,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Diospyros spp. 2,55,,OOD
GOIMAI,Diospyros spp. 3,diospyros spp.,diospyros sp,spp.,diospyros sp.,ACCEPTED,Plantae,Plantae,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Diospyros spp. 3,27,,OOD
GOIMAI,Fitzroya cupressoides,fitzroya cupressoides,fitzroya cupressoides,,fitzroya cupressoides,ACCEPTED,Fitzroya cupressoides (Molina) I.M.Johnst.,Fitzroya cupressoides (Molina) I.M.Johnst.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Fitzroya cupressoides,52,,OOD
GOIMAI,Gonystylus bancanus,gonystylus bancanus,gonystylus bancanus,,gonystylus bancanus,ACCEPTED,Gonystylus bancanus (Miq.) Kurz,Gonystylus bancanus (Miq.) Kurz,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Gonystylus bancanus,34,,OOD
GOIMAI,Gonystylus spp,gonystylus spp,gonystylus sp,spp.,gonystylus sp.,ACCEPTED,Plantae,Plantae,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Gonystylus spp,22,,OOD
GOIMAI,Guaiacum officinale,guaiacum officinale,guaiacum officinale,,guaiacum officinale,ACCEPTED,Guaiacum officinale L.,Guaiacum officinale L.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Guaiacum officinale,31,,OOD
GOIMAI,Handroanthus chrysanthus,handroanthus chrysanthus,handroanthus chrysanthus,,handroanthus chrysanthus,ACCEPTED,Handroanthus chrysanthus (Jacq.) S.O.Grose,Handroanthus chrysanthus (Jacq.) S.O.Grose,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Handroanthus chrysanthus,56,,OOD
GOIMAI,Handroanthus heptaphyllus,handroanthus heptaphyllus,handroanthus heptaphyllus,,handroanthus heptaphyllus,ACCEPTED,Handroanthus heptaphyllus (Vell.) Mattos,Handroanthus heptaphyllus (Vell.) Mattos,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Handroanthus heptaphyllus,65,,OOD
GOIMAI,Handroanthus serratifolius,handroanthus serratifolius,handroanthus serratifolius,,handroanthus serratifolius,ACCEPTED,Handroanthus serratifolius (Vahl) S.O.Grose,Handroanthus serratifolius (Vahl) S.O.Grose,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Handroanthus serratifolius,24,,OOD
GOIMAI,Magnolia liliifera var. Obovata,magnolia liliifera var. obovata,magnolia liliifera var. obovata,,magnolia liliifera,SYNONYM,Magnolia liliifera var. obovata (Korth.) Govaerts,Magnolia liliifera var. obovata (Korth.) Govaerts,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Magnolia liliifera var. Obovata,67,,OOD
GOIMAI,Paubrasilia echinata 1,paubrasilia echinata,paubrasilia echinata,,paubrasilia echinata,ACCEPTED,"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Paubrasilia echinata 1,50,,OOD
GOIMAI,Paubrasilia echinata 2,paubrasilia echinata,paubrasilia echinata,,paubrasilia echinata,ACCEPTED,"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Paubrasilia echinata 2,59,,OOD
GOIMAI,Pericopsis elata,pericopsis elata,pericopsis elata,,pericopsis elata,ACCEPTED,Pericopsis elata (Harms) Meeuwen,Pericopsis elata (Harms) Meeuwen,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Pericopsis elata,98,,ID
GOIMAI,Pilgerodendron uviferum,pilgerodendron uviferum,pilgerodendron uviferum,,pilgerodendron uviferum,ACCEPTED,Pilgerodendron uviferum (D.Don) Florin,Pilgerodendron uviferum (D.Don) Florin,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Pilgerodendron uviferum,68,,OOD
GOIMAI,Platymiscium parviflorum,platymiscium parviflorum,platymiscium parviflorum,,platymiscium parviflorum,ACCEPTED,Platymiscium parviflorum Benth.,Platymiscium parviflorum Benth.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Platymiscium parviflorum,48,,OOD
GOIMAI,Podocarpus neriifolius,podocarpus neriifolius,podocarpus neriifolius,,podocarpus neriifolius,ACCEPTED,Podocarpus neriifolius D.Don,Podocarpus neriifolius D.Don,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Podocarpus neriifolius,44,,OOD
GOIMAI,Prunus africana,prunus africana,prunus africana,,prunus africana,ACCEPTED,Prunus africana (Hook.fil.) Kalkman,Prunus africana (Hook.fil.) Kalkman,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Prunus africana,61,,ID
GOIMAI,Quercus mongolica,quercus mongolica,quercus mongolica,,quercus mongolica,ACCEPTED,Quercus mongolica Fisch. ex Ledeb.,Quercus mongolica Fisch. ex Ledeb.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Quercus mongolica,10,,OOD
GOIMAI,Swietenia humilis,swietenia humilis,swietenia humilis,,swietenia humilis,ACCEPTED,Swietenia humilis Zucc.,Swietenia humilis Zucc.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Swietenia humilis,113,,OOD
GOIMAI,Swietenia macrophylla,swietenia macrophylla,swietenia macrophylla,,swietenia macrophylla,ACCEPTED,Swietenia macrophylla G.King,Swietenia macrophylla G.King,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Swietenia macrophylla,98,,OOD
GOIMAI,Swietenia mahagoni,swietenia mahagoni,swietenia mahagoni,,swietenia mahagoni,ACCEPTED,Swietenia mahagoni (L.) Jacq.,Swietenia mahagoni (L.) Jacq.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Swietenia mahagoni,103,,OOD
GOIMAI,Tabebuia rosea,tabebuia rosea,tabebuia rosea,,tabebuia rosea,ACCEPTED,Tabebuia rosea (Bertol.) Bertero ex A.DC.,Tabebuia rosea (Bertol.) Bertero ex A.DC.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Tabebuia rosea,26,,OOD
GOIMAI,Taxus cuspidata,taxus cuspidata,taxus cuspidata,,taxus cuspidata,ACCEPTED,Taxus cuspidata Siebold & Zucc.,Taxus cuspidata Siebold & Zucc.,/Users/admin/Downloads/Experimentals/datasets/GOIMAI/Taxus cuspidata,83,,OOD
PCA11,Campnosperma panamensis,campnosperma panamensis,campnosperma panamensis,,campnosperma panamensis,ACCEPTED,Campnosperma panamensis Standl.,Campnosperma panamensis Standl.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Campnosperma panamensis,823,,OOD
PCA11,Cedrela Odorata,cedrela odorata,cedrela odorata,,cedrela odorata,ACCEPTED,Cedrela odorata L.,Cedrela odorata L.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Cedrela Odorata,1128,,OOD
PCA11,Cedrelinga cateniformis,cedrelinga cateniformis,cedrelinga cateniformis,,cedrelinga cateniformis,ACCEPTED,Cedrelinga cateniformis (Ducke) Ducke,Cedrelinga cateniformis (Ducke) Ducke,/Users/admin/Downloads/Experimentals/datasets/PCA11/Cedrelinga cateniformis,1189,,OOD
PCA11,Cordia alliodora,cordia alliodora,cordia alliodora,,cordia alliodora,ACCEPTED,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora (Ruiz & Pav.) Oken,/Users/admin/Downloads/Experimentals/datasets/PCA11/Cordia alliodora,929,,OOD
PCA11,Cupresus Lusitanica,cupressus lusitanica,cupressus lusitanica,,cupressus lusitanica,ACCEPTED,Cupressus lusitanica Mill.,Cupressus lusitanica Mill.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Cupresus Lusitanica,815,,OOD
PCA11,Dialyanthera gracilipes,dialyanthera gracilipes,dialyanthera gracilipes,,dialyanthera gracilipes,SYNONYM,Dialyanthera gracilipes A.C.Sm.,Dialyanthera gracilipes A.C.Sm.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Dialyanthera gracilipes,1100,,OOD
PCA11,Eucalyptus globulus,eucalyptus globulus,eucalyptus globulus,,eucalyptus globulus,ACCEPTED,Eucalyptus globulus Labill.,Eucalyptus globulus Labill.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Eucalyptus globulus,1105,,OOD
PCA11,Fraxinus uhdei,fraxinus uhdei,fraxinus uhdei,,fraxinus uhdei,ACCEPTED,Fraxinus uhdei (Wenz.) Lingelsh.,Fraxinus uhdei (Wenz.) Lingelsh.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Fraxinus uhdei,1025,,OOD
PCA11,Handroanthus chrysanthus,handroanthus chrysanthus,handroanthus chrysanthus,,handroanthus chrysanthus,ACCEPTED,Handroanthus chrysanthus (Jacq.) S.O.Grose,Handroanthus chrysanthus (Jacq.) S.O.Grose,/Users/admin/Downloads/Experimentals/datasets/PCA11/Handroanthus chrysanthus,1106,,OOD
PCA11,Humiriastrum procerum,humiriastrum procerum,humiriastrum procerum,,humiriastrum procerum,ACCEPTED,Humiriastrum procerum (Little) Cuatrec.,Humiriastrum procerum (Little) Cuatrec.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Humiriastrum procerum,1001,,OOD
PCA11,Pinus patula,pinus patula,pinus patula,,pinus patula,ACCEPTED,Pinus patula Schiede ex Schltdl. & Cham.,Pinus patula Schiede ex Schltdl. & Cham.,/Users/admin/Downloads/Experimentals/datasets/PCA11/Pinus patula,571,,OOD
VN26,Afzelia africana Smith,afzelia africana,afzelia africana,,afzelia africana,ACCEPTED,Afzelia africana Sm. ex Pers.,Afzelia africana Sm. ex Pers.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Afzelia africana Smith,100,x10,ID
VN26,Afzelia africana Smith,afzelia africana,afzelia africana,,afzelia africana,ACCEPTED,Afzelia africana Sm. ex Pers.,Afzelia africana Sm. ex Pers.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Afzelia africana Smith,100,x20,ID
VN26,Afzelia africana Smith,afzelia africana,afzelia africana,,afzelia africana,ACCEPTED,Afzelia africana Sm. ex Pers.,Afzelia africana Sm. ex Pers.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Afzelia africana Smith,100,x50,ID
VN26,Afzelia pachyloba Harms,afzelia pachyloba,afzelia pachyloba,,afzelia pachyloba,ACCEPTED,Afzelia pachyloba Harms,Afzelia pachyloba Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Afzelia pachyloba Harms,100,x10,ID
VN26,Afzelia pachyloba Harms,afzelia pachyloba,afzelia pachyloba,,afzelia pachyloba,ACCEPTED,Afzelia pachyloba Harms,Afzelia pachyloba Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Afzelia pachyloba Harms,100,x20,ID
VN26,Afzelia pachyloba Harms,afzelia pachyloba,afzelia pachyloba,,afzelia pachyloba,ACCEPTED,Afzelia pachyloba Harms,Afzelia pachyloba Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Afzelia pachyloba Harms,100,x50,ID
VN26,Autranella congolensis A.Chev,autranella congolensis,autranella congolensis,,autranella congolensis,ACCEPTED,Autranella congolensis (De Wild.) A.Chev.,Autranella congolensis (De Wild.) A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Autranella congolensis A.Chev,100,x10,ID
VN26,Autranella congolensis A.Chev,autranella congolensis,autranella congolensis,,autranella congolensis,ACCEPTED,Autranella congolensis (De Wild.) A.Chev.,Autranella congolensis (De Wild.) A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Autranella congolensis A.Chev,100,x20,ID
VN26,Autranella congolensis A.Chev,autranella congolensis,autranella congolensis,,autranella congolensis,ACCEPTED,Autranella congolensis (De Wild.) A.Chev.,Autranella congolensis (De Wild.) A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Autranella congolensis A.Chev,100,x50,ID
VN26,Berlinia bracteosa Benth,berlinia bracteosa,berlinia bracteosa,,berlinia bracteosa,ACCEPTED,Berlinia bracteosa Benth.,Berlinia bracteosa Benth.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Berlinia bracteosa Benth,100,x10,ID
VN26,Berlinia bracteosa Benth,berlinia bracteosa,berlinia bracteosa,,berlinia bracteosa,ACCEPTED,Berlinia bracteosa Benth.,Berlinia bracteosa Benth.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Berlinia bracteosa Benth,100,x20,ID
VN26,Berlinia bracteosa Benth,berlinia bracteosa,berlinia bracteosa,,berlinia bracteosa,ACCEPTED,Berlinia bracteosa Benth.,Berlinia bracteosa Benth.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Berlinia bracteosa Benth,100,x50,ID
VN26,Brachystegia laurentii (DeWild.) Hoyle,brachystegia laurentii,brachystegia laurentii,,brachystegia laurentii,ACCEPTED,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Brachystegia laurentii (DeWild.) Hoyle,100,x10,ID
VN26,Brachystegia laurentii (DeWild.) Hoyle,brachystegia laurentii,brachystegia laurentii,,brachystegia laurentii,ACCEPTED,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Brachystegia laurentii (DeWild.) Hoyle,100,x20,ID
VN26,Brachystegia laurentii (DeWild.) Hoyle,brachystegia laurentii,brachystegia laurentii,,brachystegia laurentii,ACCEPTED,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Brachystegia laurentii (DeWild.) Hoyle,100,x50,ID
VN26,Cylicodiscus gabunensis Harms,cylicodiscus gabunensis,cylicodiscus gabunensis,,cylicodiscus gabunensis,ACCEPTED,Cylicodiscus gabunensis Harms,Cylicodiscus gabunensis Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Cylicodiscus gabunensis Harms,100,x10,ID
VN26,Cylicodiscus gabunensis Harms,cylicodiscus gabunensis,cylicodiscus gabunensis,,cylicodiscus gabunensis,ACCEPTED,Cylicodiscus gabunensis Harms,Cylicodiscus gabunensis Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Cylicodiscus gabunensis Harms,100,x20,ID
VN26,Cylicodiscus gabunensis Harms,cylicodiscus gabunensis,cylicodiscus gabunensis,,cylicodiscus gabunensis,ACCEPTED,Cylicodiscus gabunensis Harms,Cylicodiscus gabunensis Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Cylicodiscus gabunensis Harms,100,x50,ID
VN26,Dalbergia melanoxylon Guill.et Perr,dalbergia melanoxylon,dalbergia melanoxylon,,dalbergia melanoxylon,ACCEPTED,Dalbergia melanoxylon Guill. & Perr.,Dalbergia melanoxylon Guill. & Perr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Dalbergia melanoxylon Guill.et Perr,100,x10,OOD
VN26,Dalbergia melanoxylon Guill.et Perr,dalbergia melanoxylon,dalbergia melanoxylon,,dalbergia melanoxylon,ACCEPTED,Dalbergia melanoxylon Guill. & Perr.,Dalbergia melanoxylon Guill. & Perr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Dalbergia melanoxylon Guill.et Perr,100,x20,OOD
VN26,Dalbergia melanoxylon Guill.et Perr,dalbergia melanoxylon,dalbergia melanoxylon,,dalbergia melanoxylon,ACCEPTED,Dalbergia melanoxylon Guill. & Perr.,Dalbergia melanoxylon Guill. & Perr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Dalbergia melanoxylon Guill.et Perr,100,x50,OOD
VN26,Daniellia thurifera Benn,daniellia thurifera,daniellia thurifera,,daniellia thurifera,ACCEPTED,Daniellia thurifera Benn.,Daniellia thurifera Benn.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Daniellia thurifera Benn,100,x10,OOD
VN26,Daniellia thurifera Benn,daniellia thurifera,daniellia thurifera,,daniellia thurifera,ACCEPTED,Daniellia thurifera Benn.,Daniellia thurifera Benn.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Daniellia thurifera Benn,100,x20,OOD
VN26,Daniellia thurifera Benn,daniellia thurifera,daniellia thurifera,,daniellia thurifera,ACCEPTED,Daniellia thurifera Benn.,Daniellia thurifera Benn.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Daniellia thurifera Benn,100,x50,OOD
VN26,Detarium macrocarpum Harms,detarium macrocarpum,detarium macrocarpum,,detarium macrocarpum,ACCEPTED,Detarium macrocarpum Harms,Detarium macrocarpum Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Detarium macrocarpum Harms,100,x10,OOD
VN26,Detarium macrocarpum Harms,detarium macrocarpum,detarium macrocarpum,,detarium macrocarpum,ACCEPTED,Detarium macrocarpum Harms,Detarium macrocarpum Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Detarium macrocarpum Harms,100,x20,OOD
VN26,Detarium macrocarpum Harms,detarium macrocarpum,detarium macrocarpum,,detarium macrocarpum,ACCEPTED,Detarium macrocarpum Harms,Detarium macrocarpum Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Detarium macrocarpum Harms,100,x50,OOD
VN26,Distemonanthus benthamianus Baill,distemonanthus benthamianus,distemonanthus benthamianus,,distemonanthus benthamianus,ACCEPTED,Distemonanthus benthamianus Baill.,Distemonanthus benthamianus Baill.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Distemonanthus benthamianus Baill,100,x10,OOD
VN26,Distemonanthus benthamianus Baill,distemonanthus benthamianus,distemonanthus benthamianus,,distemonanthus benthamianus,ACCEPTED,Distemonanthus benthamianus Baill.,Distemonanthus benthamianus Baill.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Distemonanthus benthamianus Baill,100,x20,OOD
VN26,Distemonanthus benthamianus Baill,distemonanthus benthamianus,distemonanthus benthamianus,,distemonanthus benthamianus,ACCEPTED,Distemonanthus benthamianus Baill.,Distemonanthus benthamianus Baill.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Distemonanthus benthamianus Baill,100,x50,OOD
VN26,Entandrophragma cylindricum Sprague,entandrophragma cylindricum,entandrophragma cylindricum,,entandrophragma cylindricum,ACCEPTED,Entandrophragma cylindricum (Sprague) Sprague,Entandrophragma cylindricum (Sprague) Sprague,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Entandrophragma cylindricum Sprague,100,x10,ID
VN26,Entandrophragma cylindricum Sprague,entandrophragma cylindricum,entandrophragma cylindricum,,entandrophragma cylindricum,ACCEPTED,Entandrophragma cylindricum (Sprague) Sprague,Entandrophragma cylindricum (Sprague) Sprague,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Entandrophragma cylindricum Sprague,100,x20,ID
VN26,Entandrophragma cylindricum Sprague,entandrophragma cylindricum,entandrophragma cylindricum,,entandrophragma cylindricum,ACCEPTED,Entandrophragma cylindricum (Sprague) Sprague,Entandrophragma cylindricum (Sprague) Sprague,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Entandrophragma cylindricum Sprague,100,x50,ID
VN26,Erythrophleum suaveolens Brenan,erythrophleum suaveolens,erythrophleum suaveolens,,erythrophleum suaveolens,ACCEPTED,Erythrophleum suaveolens (Guill. & Perr.) Brenan,Erythrophleum suaveolens (Guill. & Perr.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Erythrophleum suaveolens Brenan,100,x10,ID
VN26,Erythrophleum suaveolens Brenan,erythrophleum suaveolens,erythrophleum suaveolens,,erythrophleum suaveolens,ACCEPTED,Erythrophleum suaveolens (Guill. & Perr.) Brenan,Erythrophleum suaveolens (Guill. & Perr.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Erythrophleum suaveolens Brenan,100,x20,ID
VN26,Erythrophleum suaveolens Brenan,erythrophleum suaveolens,erythrophleum suaveolens,,erythrophleum suaveolens,ACCEPTED,Erythrophleum suaveolens (Guill. & Perr.) Brenan,Erythrophleum suaveolens (Guill. & Perr.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Erythrophleum suaveolens Brenan,100,x50,ID
VN26,Guarea cedrata Pellegr,guarea cedrata,guarea cedrata,,guarea cedrata,SYNONYM,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Guarea cedrata Pellegr,100,x10,OOD
VN26,Guarea cedrata Pellegr,guarea cedrata,guarea cedrata,,guarea cedrata,SYNONYM,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Guarea cedrata Pellegr,100,x20,OOD
VN26,Guarea cedrata Pellegr,guarea cedrata,guarea cedrata,,guarea cedrata,SYNONYM,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,Guarea cedrata (A.Chev.) Pellegr. ex A.Chev.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Guarea cedrata Pellegr,100,x50,OOD
VN26,Guibourtia coleosperma (Benth.) Leonard,guibourtia coleosperma,guibourtia coleosperma,,guibourtia coleosperma,ACCEPTED,Guibourtia coleosperma (Benth.) J.Léonard,Guibourtia coleosperma (Benth.) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Guibourtia coleosperma (Benth.) Leonard,100,x10,ID
VN26,Guibourtia coleosperma (Benth.) Leonard,guibourtia coleosperma,guibourtia coleosperma,,guibourtia coleosperma,ACCEPTED,Guibourtia coleosperma (Benth.) J.Léonard,Guibourtia coleosperma (Benth.) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Guibourtia coleosperma (Benth.) Leonard,100,x20,ID
VN26,Guibourtia coleosperma (Benth.) Leonard,guibourtia coleosperma,guibourtia coleosperma,,guibourtia coleosperma,ACCEPTED,Guibourtia coleosperma (Benth.) J.Léonard,Guibourtia coleosperma (Benth.) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Guibourtia coleosperma (Benth.) Leonard,100,x50,ID
VN26,Guibourtia demeusei J.Leon,guibourtia demeusei,guibourtia demeusei,,guibourtia demeusei,ACCEPTED,Guibourtia demeusei (Harms) J.Léonard,Guibourtia demeusei (Harms) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Guibourtia demeusei J.Leon,100,x10,ID
VN26,Guibourtia demeusei J.Leon,guibourtia demeusei,guibourtia demeusei,,guibourtia demeusei,ACCEPTED,Guibourtia demeusei (Harms) J.Léonard,Guibourtia demeusei (Harms) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Guibourtia demeusei J.Leon,100,x20,ID
VN26,Guibourtia demeusei J.Leon,guibourtia demeusei,guibourtia demeusei,,guibourtia demeusei,ACCEPTED,Guibourtia demeusei (Harms) J.Léonard,Guibourtia demeusei (Harms) J.Léonard,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Guibourtia demeusei J.Leon,100,x50,ID
VN26,Julbernardia pellegriniana Troupin,julbernardia pellegriniana,julbernardia pellegriniana,,julbernardia pellegriniana,ACCEPTED,Julbernardia pellegriniana Troupin,Julbernardia pellegriniana Troupin,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Julbernardia pellegriniana Troupin,100,x10,ID
